"qc_test","variable","county","month","sensor_type","threshold","threshold_value"
"climatology","temperature_degree_c","Pictou",5,NA,"season_min",1.33
"climatology","temperature_degree_c","Pictou",5,NA,"season_max",17.68
"climatology","temperature_degree_c","Pictou",6,NA,"season_min",7.347
"climatology","temperature_degree_c","Pictou",6,NA,"season_max",20.895
"climatology","temperature_degree_c","Pictou",7,NA,"season_min",11.91
"climatology","temperature_degree_c","Pictou",7,NA,"season_max",27.558
"climatology","temperature_degree_c","Pictou",8,NA,"season_min",15.742
"climatology","temperature_degree_c","Pictou",8,NA,"season_max",27.558
"climatology","temperature_degree_c","Pictou",9,NA,"season_min",13.205
"climatology","temperature_degree_c","Pictou",9,NA,"season_max",24.32
"climatology","temperature_degree_c","Pictou",10,NA,"season_min",7.439
"climatology","temperature_degree_c","Pictou",10,NA,"season_max",20.044
"climatology","temperature_degree_c","Pictou",11,NA,"season_min",1.383
"climatology","temperature_degree_c","Pictou",11,NA,"season_max",14.47
"climatology","temperature_degree_c","Pictou",12,NA,"season_min",-2.821
"climatology","temperature_degree_c","Pictou",12,NA,"season_max",11.397
"climatology","temperature_degree_c","Queens",1,NA,"season_min",2.142
"climatology","temperature_degree_c","Queens",1,NA,"season_max",7.704
"climatology","temperature_degree_c","Queens",2,NA,"season_min",1.198
"climatology","temperature_degree_c","Queens",2,NA,"season_max",4.685
"climatology","temperature_degree_c","Queens",3,NA,"season_min",1.675
"climatology","temperature_degree_c","Queens",3,NA,"season_max",5.35
"climatology","temperature_degree_c","Queens",4,NA,"season_min",2.134
"climatology","temperature_degree_c","Queens",4,NA,"season_max",5.998
"climatology","temperature_degree_c","Queens",5,NA,"season_min",2.069
"climatology","temperature_degree_c","Queens",5,NA,"season_max",9.04
"climatology","temperature_degree_c","Queens",6,NA,"season_min",1.335
"climatology","temperature_degree_c","Queens",6,NA,"season_max",13.044
"climatology","temperature_degree_c","Queens",7,NA,"season_min",-0.132
"climatology","temperature_degree_c","Queens",7,NA,"season_max",18.419
"climatology","temperature_degree_c","Queens",8,NA,"season_min",-1.059
"climatology","temperature_degree_c","Queens",8,NA,"season_max",20.728
"climatology","temperature_degree_c","Queens",9,NA,"season_min",4.508
"climatology","temperature_degree_c","Queens",9,NA,"season_max",22.308
"climatology","temperature_degree_c","Queens",10,NA,"season_min",4.69
"climatology","temperature_degree_c","Queens",10,NA,"season_max",22.6
"climatology","temperature_degree_c","Queens",11,NA,"season_min",6.622
"climatology","temperature_degree_c","Queens",11,NA,"season_max",15.521
"climatology","temperature_degree_c","Queens",12,NA,"season_min",4.592
"climatology","temperature_degree_c","Queens",12,NA,"season_max",10.873
"climatology","temperature_degree_c","Richmond",1,NA,"season_min",-2.048
"climatology","temperature_degree_c","Richmond",1,NA,"season_max",5.18
"climatology","temperature_degree_c","Richmond",2,NA,"season_min",-3.352
"climatology","temperature_degree_c","Richmond",2,NA,"season_max",3.794
"climatology","temperature_degree_c","Richmond",3,NA,"season_min",-3.134
"climatology","temperature_degree_c","Richmond",3,NA,"season_max",3.231
"climatology","temperature_degree_c","Richmond",4,NA,"season_min",-2.59
"climatology","temperature_degree_c","Richmond",4,NA,"season_max",4.988
"climatology","temperature_degree_c","Richmond",5,NA,"season_min",-0.807
"climatology","temperature_degree_c","Richmond",5,NA,"season_max",9.203
"climatology","temperature_degree_c","Richmond",6,NA,"season_min",-0.193
"climatology","temperature_degree_c","Richmond",6,NA,"season_max",15.12
"climatology","temperature_degree_c","Richmond",7,NA,"season_min",1.963
"climatology","temperature_degree_c","Richmond",7,NA,"season_max",21.07
"climatology","temperature_degree_c","Richmond",8,NA,"season_min",5.447
"climatology","temperature_degree_c","Richmond",8,NA,"season_max",25.889
"climatology","temperature_degree_c","Richmond",9,NA,"season_min",8.229
"climatology","temperature_degree_c","Richmond",9,NA,"season_max",23.779
"climatology","temperature_degree_c","Richmond",10,NA,"season_min",7.027
"climatology","temperature_degree_c","Richmond",10,NA,"season_max",19.45
"climatology","temperature_degree_c","Richmond",11,NA,"season_min",4.423
"climatology","temperature_degree_c","Richmond",11,NA,"season_max",13.581
"climatology","temperature_degree_c","Richmond",12,NA,"season_min",-0.635
"climatology","temperature_degree_c","Richmond",12,NA,"season_max",9.825
"climatology","temperature_degree_c","Shelburne",1,NA,"season_min",0.182
"climatology","temperature_degree_c","Shelburne",1,NA,"season_max",7.997
"climatology","temperature_degree_c","Shelburne",2,NA,"season_min",0.414
"climatology","temperature_degree_c","Shelburne",2,NA,"season_max",5.058
"climatology","temperature_degree_c","Shelburne",3,NA,"season_min",-0.003
"climatology","temperature_degree_c","Shelburne",3,NA,"season_max",5.715
"climatology","temperature_degree_c","Shelburne",4,NA,"season_min",0.837
"climatology","temperature_degree_c","Shelburne",4,NA,"season_max",7.07
"climatology","temperature_degree_c","Shelburne",5,NA,"season_min",1.846
"climatology","temperature_degree_c","Shelburne",5,NA,"season_max",10.285
"climatology","temperature_degree_c","Shelburne",6,NA,"season_min",1.667
"climatology","temperature_degree_c","Shelburne",6,NA,"season_max",13.296
"climatology","temperature_degree_c","Shelburne",7,NA,"season_min",1.617
"climatology","temperature_degree_c","Shelburne",7,NA,"season_max",16.381
"climatology","temperature_degree_c","Shelburne",8,NA,"season_min",1.385
"climatology","temperature_degree_c","Shelburne",8,NA,"season_max",18.003
"climatology","temperature_degree_c","Shelburne",9,NA,"season_min",5.339
"climatology","temperature_degree_c","Shelburne",9,NA,"season_max",23.251
"climatology","temperature_degree_c","Shelburne",10,NA,"season_min",3.309
"climatology","temperature_degree_c","Shelburne",10,NA,"season_max",22.137
"climatology","temperature_degree_c","Shelburne",11,NA,"season_min",2.826
"climatology","temperature_degree_c","Shelburne",11,NA,"season_max",14.833
"climatology","temperature_degree_c","Shelburne",12,NA,"season_min",1.801
"climatology","temperature_degree_c","Shelburne",12,NA,"season_max",10.94
"climatology","temperature_degree_c","Victoria",1,NA,"season_min",-1.481
"climatology","temperature_degree_c","Victoria",1,NA,"season_max",3.957
"climatology","temperature_degree_c","Victoria",2,NA,"season_min",-2.068
"climatology","temperature_degree_c","Victoria",2,NA,"season_max",3.294
"climatology","temperature_degree_c","Victoria",3,NA,"season_min",-1.963
"climatology","temperature_degree_c","Victoria",3,NA,"season_max",2.948
"climatology","temperature_degree_c","Victoria",4,NA,"season_min",-1.307
"climatology","temperature_degree_c","Victoria",4,NA,"season_max",4.097
"climatology","temperature_degree_c","Victoria",5,NA,"season_min",-1.036
"climatology","temperature_degree_c","Victoria",5,NA,"season_max",10.89
"climatology","temperature_degree_c","Victoria",6,NA,"season_min",2.115
"climatology","temperature_degree_c","Victoria",6,NA,"season_max",17.236
"climatology","temperature_degree_c","Victoria",7,NA,"season_min",6.703
"climatology","temperature_degree_c","Victoria",7,NA,"season_max",24.484
"climatology","temperature_degree_c","Victoria",8,NA,"season_min",13.125
"climatology","temperature_degree_c","Victoria",8,NA,"season_max",26.201
"climatology","temperature_degree_c","Victoria",9,NA,"season_min",10.752
"climatology","temperature_degree_c","Victoria",9,NA,"season_max",22.703
"climatology","temperature_degree_c","Victoria",10,NA,"season_min",6.997
"climatology","temperature_degree_c","Victoria",10,NA,"season_max",20.293
"climatology","temperature_degree_c","Victoria",11,NA,"season_min",-2.028
"climatology","temperature_degree_c","Victoria",11,NA,"season_max",17.862
"climatology","temperature_degree_c","Victoria",12,NA,"season_min",-3.936
"climatology","temperature_degree_c","Victoria",12,NA,"season_max",11.38
"climatology","temperature_degree_c","Yarmouth",1,NA,"season_min",-1.697
"climatology","temperature_degree_c","Yarmouth",1,NA,"season_max",7.078
"climatology","temperature_degree_c","Yarmouth",2,NA,"season_min",-1.085
"climatology","temperature_degree_c","Yarmouth",2,NA,"season_max",3.917
"climatology","temperature_degree_c","Yarmouth",3,NA,"season_min",-1.819
"climatology","temperature_degree_c","Yarmouth",3,NA,"season_max",6.569
"climatology","temperature_degree_c","Yarmouth",4,NA,"season_min",1.631
"climatology","temperature_degree_c","Yarmouth",4,NA,"season_max",10.568
"climatology","temperature_degree_c","Yarmouth",5,NA,"season_min",4.146
"climatology","temperature_degree_c","Yarmouth",5,NA,"season_max",15.811
"climatology","temperature_degree_c","Yarmouth",6,NA,"season_min",7.215
"climatology","temperature_degree_c","Yarmouth",6,NA,"season_max",20.909
"climatology","temperature_degree_c","Yarmouth",7,NA,"season_min",9.319
"climatology","temperature_degree_c","Yarmouth",7,NA,"season_max",23.238
"climatology","temperature_degree_c","Yarmouth",8,NA,"season_min",10.425
"climatology","temperature_degree_c","Yarmouth",8,NA,"season_max",23.593
"climatology","temperature_degree_c","Yarmouth",9,NA,"season_min",10.993
"climatology","temperature_degree_c","Yarmouth",9,NA,"season_max",20.993
"climatology","temperature_degree_c","Yarmouth",10,NA,"season_min",10.269
"climatology","temperature_degree_c","Yarmouth",10,NA,"season_max",18.123
"climatology","temperature_degree_c","Yarmouth",11,NA,"season_min",4.325
"climatology","temperature_degree_c","Yarmouth",11,NA,"season_max",15.501
"climatology","temperature_degree_c","Yarmouth",12,NA,"season_min",0.242
"climatology","temperature_degree_c","Yarmouth",12,NA,"season_max",11.672
"grossrange","temperature_degree_c","Annapolis",NA,NA,"user_min",-1.967
"grossrange","temperature_degree_c","Annapolis",NA,NA,"user_max",20.58
"grossrange","temperature_degree_c","Antigonish",NA,NA,"user_min",-11.303
"grossrange","temperature_degree_c","Antigonish",NA,NA,"user_max",37.829
"grossrange","temperature_degree_c","Cape Breton",NA,NA,"user_min",-14.387
"grossrange","temperature_degree_c","Cape Breton",NA,NA,"user_max",29.284
"grossrange","temperature_degree_c","Colchester",NA,NA,"user_min",-14.951
"grossrange","temperature_degree_c","Colchester",NA,NA,"user_max",29.339
"grossrange","temperature_degree_c","Digby",NA,NA,"user_min",-4.855
"grossrange","temperature_degree_c","Digby",NA,NA,"user_max",22.759
"grossrange","temperature_degree_c","Guysborough",NA,NA,"user_min",-10.963
"grossrange","temperature_degree_c","Guysborough",NA,NA,"user_max",23.859
"grossrange","temperature_degree_c","Halifax",NA,NA,"user_min",-8.892
"grossrange","temperature_degree_c","Halifax",NA,NA,"user_max",23.298
"grossrange","temperature_degree_c","Inverness",NA,NA,"user_min",-2.611
"grossrange","temperature_degree_c","Inverness",NA,NA,"user_max",26.595
"grossrange","temperature_degree_c","Lunenburg",NA,NA,"user_min",-7.269
"grossrange","temperature_degree_c","Lunenburg",NA,NA,"user_max",21.551
"grossrange","temperature_degree_c","Pictou",NA,NA,"user_min",-12.217
"grossrange","temperature_degree_c","Pictou",NA,NA,"user_max",35.498
"grossrange","temperature_degree_c","Queens",NA,NA,"user_min",-4.343
"grossrange","temperature_degree_c","Queens",NA,NA,"user_max",20.052
"grossrange","temperature_degree_c","Richmond",NA,NA,"user_min",-11.656
"grossrange","temperature_degree_c","Richmond",NA,NA,"user_max",23.631
"grossrange","temperature_degree_c","Shelburne",NA,NA,"user_min",-4.851
"grossrange","temperature_degree_c","Shelburne",NA,NA,"user_max",19.626
"grossrange","temperature_degree_c","Victoria",NA,NA,"user_min",-13.047
"grossrange","temperature_degree_c","Victoria",NA,NA,"user_max",27.685
"grossrange","temperature_degree_c","Yarmouth",NA,NA,"user_min",-7.428
"grossrange","temperature_degree_c","Yarmouth",NA,NA,"user_max",27.864
"rolling_sd","temperature_degree_c","Annapolis",NA,NA,"rolling_sd_max",1.35
"rolling_sd","temperature_degree_c","Antigonish",NA,NA,"rolling_sd_max",2.56
"rolling_sd","temperature_degree_c","Cape Breton",NA,NA,"rolling_sd_max",2.28
"rolling_sd","temperature_degree_c","Colchester",NA,NA,"rolling_sd_max",1.43
"rolling_sd","temperature_degree_c","Digby",NA,NA,"rolling_sd_max",1.35
"rolling_sd","temperature_degree_c","Guysborough",NA,NA,"rolling_sd_max",2.6
"rolling_sd","temperature_degree_c","Halifax",NA,NA,"rolling_sd_max",2.34
"rolling_sd","temperature_degree_c","Inverness",NA,NA,"rolling_sd_max",3.04
"rolling_sd","temperature_degree_c","Lunenburg",NA,NA,"rolling_sd_max",2.72
"rolling_sd","temperature_degree_c","Pictou",NA,NA,"rolling_sd_max",2.5
"rolling_sd","temperature_degree_c","Queens",NA,NA,"rolling_sd_max",1.82
"rolling_sd","temperature_degree_c","Richmond",NA,NA,"rolling_sd_max",2.59
"rolling_sd","temperature_degree_c","Shelburne",NA,NA,"rolling_sd_max",2
"rolling_sd","temperature_degree_c","Victoria",NA,NA,"rolling_sd_max",1.72
"rolling_sd","temperature_degree_c","Yarmouth",NA,NA,"rolling_sd_max",1.14
